,set1_country,set2_country,correlation,no. of points
672,Germany,Lebanon,0.757072322,172
673,Germany,Jordan,0.789995761,179
674,Germany,China,0.643783778,181
675,France,Finland,0.862966198,180
676,France,Denmark,0.932839957,168
677,France,Colombia,0.949155214,132
678,France,Chile,0.88971696,183
679,France,Bulgaria,0.931479025,183
680,France,Belgium,0.979454153,183
681,France,Austria,0.97962615,183
682,France,Saudi Arabia,0.978888144,173
683,France,Romania,0.981117259,183
684,France,Paraguay,0.809669886,180
685,France,Norway,0.925912728,178
686,France,Israel,0.947211662,180
687,France,Greece,0.825586493,60
688,France,Estonia,0.947494,156
689,France,Czech Republic,0.978630075,169
690,France,Uruguay,0.96000211,183
691,France,Ukraine,0.892363531,183
692,France,Tunisia,0.766868194,182
693,France,Taiwan,0.976666794,156
694,France,South Korea,0.979033187,181
695,France,South Africa,0.966603312,183
696,France,Slovakia,0.951640229,156
697,France,Singapore,0.858649612,136
698,France,Puerto Rico,0.898995353,178
699,France,New Zealand,0.975547405,183
700,France,Malaysia,0.924948105,160
701,France,Latvia,0.921212269,183
702,France,Japan,0.936629578,156
703,France,Italy,0.959646025,126
704,France,Croatia,0.365649274,178
705,France,Canada,0.971780694,183
706,France,Brazil,0.983111919,183
707,France,Australia,0.98515156,183
708,France,Argentina,0.975740501,171
709,France,Lebanon,0.694945322,172
710,France,Jordan,0.737540966,179
711,France,China,0.683200252,181
712,Finland,Denmark,0.825975041,171
713,Finland,Colombia,0.688984921,135
714,Finland,Chile,0.825432075,180
715,Finland,Bulgaria,0.817417063,180
716,Finland,Belgium,0.873252246,180
717,Finland,Austria,0.870474306,180
718,Finland,Saudi Arabia,0.809656922,176
719,Finland,Romania,0.840124998,180
720,Finland,Paraguay,0.69500388,183
721,Finland,Norway,0.814994094,181
722,Finland,Israel,0.797450516,183
723,Finland,Greece,0.488207622,63
724,Finland,Estonia,0.758032241,159
725,Finland,Czech Republic,0.795968797,172
726,Finland,Uruguay,0.840870764,180
727,Finland,Ukraine,0.805844254,180
728,Finland,Tunisia,0.703482345,181
729,Finland,Taiwan,0.771355286,159
730,Finland,South Korea,0.839488011,182
731,Finland,South Africa,0.845125117,180
732,Finland,Slovakia,0.779070803,159
733,Finland,Singapore,0.622984959,139
734,Finland,Puerto Rico,0.768487963,181
735,Finland,New Zealand,0.856446039,180
736,Finland,Malaysia,0.735300465,163
737,Finland,Latvia,0.823154296,180
738,Finland,Japan,0.750503443,159
739,Finland,Italy,0.660301967,129
740,Finland,Croatia,0.398598203,181
741,Finland,Canada,0.852955658,180
742,Finland,Brazil,0.847594544,180
743,Finland,Australia,0.862046047,180
744,Finland,Argentina,0.802066568,174
745,Finland,Lebanon,0.634433728,175
746,Finland,Jordan,0.655889088,182
747,Finland,China,0.553425156,182
748,Denmark,Colombia,0.854816763,147
749,Denmark,Chile,0.905248687,168
750,Denmark,Bulgaria,0.879603673,168
751,Denmark,Belgium,0.955475136,168
752,Denmark,Austria,0.936219032,168
753,Denmark,Saudi Arabia,0.916941417,178
754,Denmark,Romania,0.916549899,168
755,Denmark,Paraguay,0.780473343,171
756,Denmark,Norway,0.930852496,173
757,Denmark,Israel,0.906348759,171
758,Denmark,Greece,0.625364074,75
759,Denmark,Estonia,0.88122752,171
760,Denmark,Czech Republic,0.913504526,182
761,Denmark,Uruguay,0.915445944,168
762,Denmark,Ukraine,0.886434021,168
763,Denmark,Tunisia,0.731277636,169
764,Denmark,Taiwan,0.904656244,171
765,Denmark,South Korea,0.943281197,170
766,Denmark,South Africa,0.919643793,168
767,Denmark,Slovakia,0.887308809,171
768,Denmark,Singapore,0.807901262,151
769,Denmark,Puerto Rico,0.867130499,173
770,Denmark,New Zealand,0.927728366,168
771,Denmark,Malaysia,0.870135352,175
772,Denmark,Latvia,0.887873482,168
773,Denmark,Japan,0.862946813,171
774,Denmark,Italy,0.808487032,141
775,Denmark,Croatia,0.515592293,173
776,Denmark,Canada,0.923753483,168
777,Denmark,Brazil,0.921326361,168
778,Denmark,Australia,0.938032326,168
779,Denmark,Argentina,0.933460071,180
780,Denmark,Lebanon,0.721485056,179
781,Denmark,Jordan,0.726854322,172
782,Denmark,China,0.68371101,170
783,Colombia,Chile,0.945206429,132
784,Colombia,Bulgaria,0.951024318,132
785,Colombia,Belgium,0.974833546,132
786,Colombia,Austria,0.962137274,132
787,Colombia,Saudi Arabia,0.951814094,142
788,Colombia,Romania,0.917081811,132
789,Colombia,Paraguay,0.898687551,135
790,Colombia,Norway,0.932044259,137
791,Colombia,Israel,0.889791957,135
792,Colombia,Greece,0.904827014,111
793,Colombia,Estonia,0.921317089,159
794,Colombia,Czech Republic,0.910977083,146
795,Colombia,Uruguay,0.956165482,132
796,Colombia,Ukraine,0.962445957,132
797,Colombia,Tunisia,0.830708206,133
798,Colombia,Taiwan,0.951772465,159
799,Colombia,South Korea,0.975155549,134
800,Colombia,South Africa,0.921327575,132
801,Colombia,Slovakia,0.974266878,159
802,Colombia,Singapore,0.734952863,179
803,Colombia,Puerto Rico,0.853718786,137
804,Colombia,New Zealand,0.962910087,132
805,Colombia,Malaysia,0.846112396,155
806,Colombia,Latvia,0.962979897,132
807,Colombia,Japan,0.826207753,159
808,Colombia,Italy,0.807743363,177
809,Colombia,Croatia,0.303511089,137
810,Colombia,Canada,0.938806964,132
811,Colombia,Brazil,0.938724458,132
812,Colombia,Australia,0.948204542,132
813,Colombia,Argentina,0.934158067,144
814,Colombia,Lebanon,0.855911526,143
815,Colombia,Jordan,0.84153195,136
816,Colombia,China,0.535319273,134
817,Chile,Bulgaria,0.924624193,183
818,Chile,Belgium,0.885119589,183
819,Chile,Austria,0.928744799,183
820,Chile,Saudi Arabia,0.906746662,173
821,Chile,Romania,0.86034744,183
822,Chile,Paraguay,0.899346702,180
823,Chile,Norway,0.934586826,178
824,Chile,Israel,0.875312838,180
825,Chile,Greece,0.979511053,60
826,Chile,Estonia,0.903891773,156
827,Chile,Czech Republic,0.839062705,169
828,Chile,Uruguay,0.937838081,183
829,Chile,Ukraine,0.964910143,183
830,Chile,Tunisia,0.880912543,182
831,Chile,Taiwan,0.902324236,156
832,Chile,South Korea,0.941292672,181
833,Chile,South Africa,0.886859566,183
834,Chile,Slovakia,0.956185495,156
835,Chile,Singapore,0.857619762,136
836,Chile,Puerto Rico,0.72268705,178
837,Chile,New Zealand,0.930982244,183
838,Chile,Malaysia,0.794542673,160
839,Chile,Latvia,0.958725718,183
840,Chile,Japan,0.762455492,156
841,Chile,Italy,0.85923323,126
842,Chile,Croatia,0.487152725,178
843,Chile,Canada,0.840205107,183
844,Chile,Brazil,0.894369589,183
845,Chile,Australia,0.884759458,183
846,Chile,Argentina,0.838234454,171
847,Chile,Lebanon,0.8958612,172
848,Chile,Jordan,0.878107035,179
849,Chile,China,0.625202276,181
850,Bulgaria,Belgium,0.895237437,183
851,Bulgaria,Austria,0.938157836,183
852,Bulgaria,Saudi Arabia,0.975212307,173
853,Bulgaria,Romania,0.925660016,183
854,Bulgaria,Paraguay,0.929572956,180
855,Bulgaria,Norway,0.880848875,178
856,Bulgaria,Israel,0.906463449,180
857,Bulgaria,Greece,0.9114823,60
858,Bulgaria,Estonia,0.964924271,156
859,Bulgaria,Czech Republic,0.913483912,169
860,Bulgaria,Uruguay,0.972672979,183
861,Bulgaria,Ukraine,0.961322134,183
862,Bulgaria,Tunisia,0.873811591,182
863,Bulgaria,Taiwan,0.965354439,156
864,Bulgaria,South Korea,0.966409806,181
865,Bulgaria,South Africa,0.914561599,183
866,Bulgaria,Slovakia,0.984703625,156
867,Bulgaria,Singapore,0.872646422,136
868,Bulgaria,Puerto Rico,0.776993188,178
869,Bulgaria,New Zealand,0.975325833,183
870,Bulgaria,Malaysia,0.827714979,160
871,Bulgaria,Latvia,0.984991674,183
872,Bulgaria,Japan,0.858378947,156
873,Bulgaria,Italy,0.979380246,126
874,Bulgaria,Croatia,0.228087725,178
875,Bulgaria,Canada,0.887769357,183
876,Bulgaria,Brazil,0.954812738,183
877,Bulgaria,Australia,0.920123596,183
878,Bulgaria,Argentina,0.88712311,171
879,Bulgaria,Lebanon,0.770311776,172
880,Bulgaria,Jordan,0.839333804,179
881,Bulgaria,China,0.602115675,181
882,Belgium,Austria,0.978895308,183
883,Belgium,Saudi Arabia,0.956906581,173
884,Belgium,Romania,0.963773874,183
885,Belgium,Paraguay,0.783289788,180
886,Belgium,Norway,0.947724591,178
887,Belgium,Israel,0.949190114,180
888,Belgium,Greece,0.945608464,60
889,Belgium,Estonia,0.938288011,156
890,Belgium,Czech Republic,0.971913624,169
891,Belgium,Uruguay,0.933525707,183
892,Belgium,Ukraine,0.86522209,183
893,Belgium,Tunisia,0.740173078,182
894,Belgium,Taiwan,0.971117928,156
895,Belgium,South Korea,0.968750895,181
896,Belgium,South Africa,0.972475345,183
897,Belgium,Slovakia,0.959113869,156
898,Belgium,Singapore,0.881277314,136
899,Belgium,Puerto Rico,0.92657366,178
900,Belgium,New Zealand,0.949828085,183
901,Belgium,Malaysia,0.903871438,160
902,Belgium,Latvia,0.89414782,183
903,Belgium,Japan,0.907475432,156
904,Belgium,Italy,0.952401441,126
905,Belgium,Croatia,0.421218768,178
906,Belgium,Canada,0.984674397,183
907,Belgium,Brazil,0.963256847,183
908,Belgium,Australia,0.987308098,183
909,Belgium,Argentina,0.972772651,171
910,Belgium,Lebanon,0.700631923,172
911,Belgium,Jordan,0.719552338,179
912,Belgium,China,0.665414381,181
913,Austria,Saudi Arabia,0.9738031,173
914,Austria,Romania,0.960722605,183
915,Austria,Paraguay,0.839170236,180
916,Austria,Norway,0.950503845,178
917,Austria,Israel,0.938348423,180
918,Austria,Greece,0.876291879,60
919,Austria,Estonia,0.951946197,156
920,Austria,Czech Republic,0.950287803,169
921,Austria,Uruguay,0.962726517,183
922,Austria,Ukraine,0.916732428,183
923,Austria,Tunisia,0.792892254,182
924,Austria,Taiwan,0.973640473,156
925,Austria,South Korea,0.985050195,181
926,Austria,South Africa,0.962320158,183
927,Austria,Slovakia,0.976391683,156
928,Austria,Singapore,0.890745469,136
929,Austria,Puerto Rico,0.876351273,178
930,Austria,New Zealand,0.975439708,183
931,Austria,Malaysia,0.885116843,160
932,Austria,Latvia,0.939830067,183
933,Austria,Japan,0.88024286,156
934,Austria,Italy,0.949556611,126
935,Austria,Croatia,0.399372217,178
936,Austria,Canada,0.963914568,183
937,Austria,Brazil,0.973022869,183
938,Austria,Australia,0.980922624,183
939,Austria,Argentina,0.94719856,171
940,Austria,Lebanon,0.761148762,172
941,Austria,Jordan,0.775897906,179
942,Austria,China,0.674633539,181
943,Saudi Arabia,Romania,0.98087733,173
944,Saudi Arabia,Paraguay,0.867511762,176
945,Saudi Arabia,Norway,0.910323197,178
946,Saudi Arabia,Israel,0.939304233,176
947,Saudi Arabia,Greece,0.987089926,70
948,Saudi Arabia,Estonia,0.977044401,166
949,Saudi Arabia,Czech Republic,0.973089155,179
950,Saudi Arabia,Uruguay,0.989065763,173
951,Saudi Arabia,Ukraine,0.937587016,173
952,Saudi Arabia,Tunisia,0.80735035,174
953,Saudi Arabia,Taiwan,0.99641261,166
954,Saudi Arabia,South Korea,0.992246511,175
955,Saudi Arabia,South Africa,0.957868445,173
956,Saudi Arabia,Slovakia,0.979137451,166
957,Saudi Arabia,Singapore,0.899542153,146
958,Saudi Arabia,Puerto Rico,0.859769308,178
959,Saudi Arabia,New Zealand,0.992811099,173
960,Saudi Arabia,Malaysia,0.912282327,170
961,Saudi Arabia,Latvia,0.960114841,173
962,Saudi Arabia,Japan,0.932196058,166
963,Saudi Arabia,Italy,0.993663183,136
964,Saudi Arabia,Croatia,0.344455666,178
965,Saudi Arabia,Canada,0.952922889,173
966,Saudi Arabia,Brazil,0.995695885,173
967,Saudi Arabia,Australia,0.972184336,173
968,Saudi Arabia,Argentina,0.961311296,181
969,Saudi Arabia,Lebanon,0.76764199,182
970,Saudi Arabia,Jordan,0.792719675,177
971,Saudi Arabia,China,0.642724068,175
972,Romania,Paraguay,0.77518935,180
973,Romania,Norway,0.896624334,178
974,Romania,Israel,0.934934147,180
975,Romania,Greece,0.971428435,60
976,Romania,Estonia,0.94619698,156
977,Romania,Czech Republic,0.985995143,169
978,Romania,Uruguay,0.957200469,183
979,Romania,Ukraine,0.87303782,183
980,Romania,Tunisia,0.728509833,182
981,Romania,Taiwan,0.98012954,156
982,Romania,South Korea,0.974036456,181
983,Romania,South Africa,0.958274514,183
984,Romania,Slovakia,0.930650774,156
985,Romania,Singapore,0.861875601,136
986,Romania,Puerto Rico,0.903927245,178
987,Romania,New Zealand,0.96811503,183
988,Romania,Malaysia,0.919981018,160
989,Romania,Latvia,0.903848113,183
990,Romania,Japan,0.957156231,156
991,Romania,Italy,0.974324322,126
992,Romania,Croatia,0.321849337,178
993,Romania,Canada,0.967807522,183
994,Romania,Brazil,0.988623525,183
995,Romania,Australia,0.978615711,183
996,Romania,Argentina,0.981468784,171
997,Romania,Lebanon,0.637067751,172
998,Romania,Jordan,0.691719772,179
999,Romania,China,0.668523775,181
1000,Paraguay,Norway,0.818796418,181
1001,Paraguay,Israel,0.828309873,183
1002,Paraguay,Greece,0.950590583,63
1003,Paraguay,Estonia,0.866444949,159
1004,Paraguay,Czech Republic,0.781002507,172
1005,Paraguay,Uruguay,0.873048353,180
1006,Paraguay,Ukraine,0.917246221,180
1007,Paraguay,Tunisia,0.933147585,181
1008,Paraguay,Taiwan,0.857286462,159
1009,Paraguay,South Korea,0.86294394,182
1010,Paraguay,South Africa,0.816342737,180
1011,Paraguay,Slovakia,0.938817404,159
1012,Paraguay,Singapore,0.774372262,139
1013,Paraguay,Puerto Rico,0.624333329,181
1014,Paraguay,New Zealand,0.873295928,180
1015,Paraguay,Malaysia,0.717611123,163
1016,Paraguay,Latvia,0.943641026,180
1017,Paraguay,Japan,0.687074681,159
1018,Paraguay,Italy,0.886455658,129
1019,Paraguay,Croatia,0.25671093,181
1020,Paraguay,Canada,0.755268735,180
1021,Paraguay,Brazil,0.826424342,180
1022,Paraguay,Australia,0.798709882,180
1023,Paraguay,Argentina,0.741405023,174
1024,Paraguay,Lebanon,0.87897971,175
1025,Paraguay,Jordan,0.9243633,182
1026,Paraguay,China,0.462218785,182
1027,Norway,Israel,0.90897756,181
1028,Norway,Greece,0.91932177,65
1029,Norway,Estonia,0.87532997,161
1030,Norway,Czech Republic,0.879330999,174
1031,Norway,Uruguay,0.916010647,178
1032,Norway,Ukraine,0.897590738,178
1033,Norway,Tunisia,0.772457534,179
1034,Norway,Taiwan,0.898153959,161
1035,Norway,South Korea,0.941286687,180
1036,Norway,South Africa,0.92191957,178
1037,Norway,Slovakia,0.923047508,161
1038,Norway,Singapore,0.85737491,141
1039,Norway,Puerto Rico,0.849736606,183
1040,Norway,New Zealand,0.923032006,178
1041,Norway,Malaysia,0.844991868,165
1042,Norway,Latvia,0.899709982,178
1043,Norway,Japan,0.792031087,161
1044,Norway,Italy,0.818016955,131
1045,Norway,Croatia,0.588950741,183
1046,Norway,Canada,0.914673466,178
1047,Norway,Brazil,0.91147909,178
1048,Norway,Australia,0.932017996,178
1049,Norway,Argentina,0.895771983,176
1050,Norway,Lebanon,0.802426125,177
1051,Norway,Jordan,0.782772376,182
1052,Norway,China,0.682377323,180
1053,Israel,Greece,0.944193224,63
1054,Israel,Estonia,0.898939003,159
1055,Israel,Czech Republic,0.940935024,172
1056,Israel,Uruguay,0.924382823,180
1057,Israel,Ukraine,0.862233377,180
1058,Israel,Tunisia,0.770747938,181
1059,Israel,Taiwan,0.924535566,159
1060,Israel,South Korea,0.946232838,182
1061,Israel,South Africa,0.949297888,180
1062,Israel,Slovakia,0.923397965,159
1063,Israel,Singapore,0.804579216,139
1064,Israel,Puerto Rico,0.88343012,181
1065,Israel,New Zealand,0.936962646,180
1066,Israel,Malaysia,0.869764326,163
1067,Israel,Latvia,0.904577782,180
1068,Israel,Japan,0.850182798,159
1069,Israel,Italy,0.873033336,129
1070,Israel,Croatia,0.388710795,181
1071,Israel,Canada,0.936392176,180
1072,Israel,Brazil,0.945272104,180
1073,Israel,Australia,0.951680975,180
1074,Israel,Argentina,0.927394318,174
1075,Israel,Lebanon,0.723190543,175
1076,Israel,Jordan,0.758206202,182
1077,Israel,China,0.664358137,182
1078,Greece,Estonia,0.733181822,87
1079,Greece,Czech Republic,0.804679975,74
1080,Greece,Uruguay,0.963505716,60
1081,Greece,Ukraine,0.979794342,60
1082,Greece,Tunisia,0.702052281,61
1083,Greece,Taiwan,0.951398735,87
1084,Greece,South Korea,0.990391455,62
1085,Greece,South Africa,0.876234812,60
1086,Greece,Slovakia,0.974662191,87
1087,Greece,Singapore,0.561370384,107
1088,Greece,Puerto Rico,0.336429441,65
1089,Greece,New Zealand,0.913060576,60
1090,Greece,Malaysia,0.657542496,83
1091,Greece,Latvia,0.985651922,60
1092,Greece,Japan,0.617056183,87
1093,Greece,Italy,0.315488841,117
1094,Greece,Croatia,0.908962606,65
1095,Greece,Canada,0.812172763,60
1096,Greece,Brazil,0.959808626,60
1097,Greece,Australia,0.842716654,60
1098,Greece,Argentina,0.881194811,72
1099,Greece,Lebanon,0.888396531,71
1100,Greece,Jordan,0.779088615,64
1101,Greece,China,0.538070364,62
1102,Estonia,Czech Republic,0.943365926,170
1103,Estonia,Uruguay,0.978419286,156
1104,Estonia,Ukraine,0.948614141,156
1105,Estonia,Tunisia,0.838913565,157
1106,Estonia,Taiwan,0.979275086,183
1107,Estonia,South Korea,0.975230031,158
1108,Estonia,South Africa,0.936569979,156
1109,Estonia,Slovakia,0.967883325,183
1110,Estonia,Singapore,0.887388012,163
1111,Estonia,Puerto Rico,0.799172784,161
1112,Estonia,New Zealand,0.976380364,156
1113,Estonia,Malaysia,0.877428348,179
1114,Estonia,Latvia,0.954073425,156
1115,Estonia,Japan,0.904584411,183
1116,Estonia,Italy,0.953486606,153
1117,Estonia,Croatia,0.248490246,161
1118,Estonia,Canada,0.956441258,156
1119,Estonia,Brazil,0.973873088,156
1120,Estonia,Australia,0.945204186,156
1121,Estonia,Argentina,0.932000448,168
1122,Estonia,Lebanon,0.78163032,167
1123,Estonia,Jordan,0.819080098,160
1124,Estonia,China,0.582967749,158
1125,Czech Republic,Uruguay,0.95103656,169
1126,Czech Republic,Ukraine,0.861119438,169
1127,Czech Republic,Tunisia,0.732893309,170
1128,Czech Republic,Taiwan,0.9745488,170
1129,Czech Republic,South Korea,0.963206471,171
1130,Czech Republic,South Africa,0.966724135,169
1131,Czech Republic,Slovakia,0.928176168,170
1132,Czech Republic,Singapore,0.859403791,150
1133,Czech Republic,Puerto Rico,0.92805773,174
1134,Czech Republic,New Zealand,0.959239927,169
1135,Czech Republic,Malaysia,0.934047048,174
1136,Czech Republic,Latvia,0.895212125,169
1137,Czech Republic,Japan,0.957278329,170
1138,Czech Republic,Italy,0.982667672,140
1139,Czech Republic,Croatia,0.334988913,174
1140,Czech Republic,Canada,0.97548844,169
1141,Czech Republic,Brazil,0.984100778,169
1142,Czech Republic,Australia,0.980619005,169
1143,Czech Republic,Argentina,0.986291527,181
1144,Czech Republic,Lebanon,0.678871359,180
1145,Czech Republic,Jordan,0.711216835,173
1146,Czech Republic,China,0.616090541,171
1147,Uruguay,Ukraine,0.962907799,183
1148,Uruguay,Tunisia,0.847584797,182
1149,Uruguay,Taiwan,0.988546039,156
1150,Uruguay,South Korea,0.986960927,181
1151,Uruguay,South Africa,0.950221367,183
1152,Uruguay,Slovakia,0.9809971,156
1153,Uruguay,Singapore,0.897156259,136
1154,Uruguay,Puerto Rico,0.827940308,178
1155,Uruguay,New Zealand,0.989058628,183
1156,Uruguay,Malaysia,0.882886211,160
1157,Uruguay,Latvia,0.971265058,183
1158,Uruguay,Japan,0.902802325,156
1159,Uruguay,Italy,0.972156048,126
1160,Uruguay,Croatia,0.331403966,178
1161,Uruguay,Canada,0.921445144,183
1162,Uruguay,Brazil,0.981176174,183
1163,Uruguay,Australia,0.952093034,183
1164,Uruguay,Argentina,0.930069799,171
1165,Uruguay,Lebanon,0.791916111,172
1166,Uruguay,Jordan,0.826295126,179
1167,Uruguay,China,0.676364004,181
1168,Ukraine,Tunisia,0.896863779,182
1169,Ukraine,Taiwan,0.940083133,156
1170,Ukraine,South Korea,0.945331336,181
1171,Ukraine,South Africa,0.89042502,183
1172,Ukraine,Slovakia,0.975033762,156
1173,Ukraine,Singapore,0.878850862,136
1174,Ukraine,Puerto Rico,0.717275246,178
1175,Ukraine,New Zealand,0.948403306,183
1176,Ukraine,Malaysia,0.799297659,160
1177,Ukraine,Latvia,0.981899615,183
1178,Ukraine,Japan,0.801829114,156
1179,Ukraine,Italy,0.933833351,126
1180,Ukraine,Croatia,0.340751786,178
1181,Ukraine,Canada,0.833396437,183
1182,Ukraine,Brazil,0.912460962,183
1183,Ukraine,Australia,0.877303639,183
1184,Ukraine,Argentina,0.840960008,171
1185,Ukraine,Lebanon,0.867032567,172
1186,Ukraine,Jordan,0.890311336,179
1187,Ukraine,China,0.626638117,181
1188,Tunisia,Taiwan,0.798173489,157
1189,Tunisia,South Korea,0.808320055,182
1190,Tunisia,South Africa,0.787208851,182
1191,Tunisia,Slovakia,0.887735432,157
1192,Tunisia,Singapore,0.711778507,137
1193,Tunisia,Puerto Rico,0.571999784,179
1194,Tunisia,New Zealand,0.830724668,182
1195,Tunisia,Malaysia,0.672230773,161
1196,Tunisia,Latvia,0.904541596,182
1197,Tunisia,Japan,0.643099595,157
1198,Tunisia,Italy,0.800377065,127
1199,Tunisia,Croatia,0.266249853,179
1200,Tunisia,Canada,0.711760704,182
1201,Tunisia,Brazil,0.782429353,182
1202,Tunisia,Australia,0.752900333,182
1203,Tunisia,Argentina,0.68645871,172
1204,Tunisia,Lebanon,0.880843547,173
1205,Tunisia,Jordan,0.956663483,180
1206,Tunisia,China,0.420521502,182
1207,Taiwan,South Korea,0.992831023,158
1208,Taiwan,South Africa,0.956801549,156
1209,Taiwan,Slovakia,0.976544971,183
1210,Taiwan,Singapore,0.919223804,163
1211,Taiwan,Puerto Rico,0.844272697,161
1212,Taiwan,New Zealand,0.989372509,156
1213,Taiwan,Malaysia,0.921934139,179
1214,Taiwan,Latvia,0.952564443,156
1215,Taiwan,Japan,0.934753507,183
1216,Taiwan,Italy,0.97933413,153
1217,Taiwan,Croatia,0.295497454,161
1218,Taiwan,Canada,0.983782492,156
1219,Taiwan,Brazil,0.995652434,156
1220,Taiwan,Australia,0.977580674,156
1221,Taiwan,Argentina,0.970412135,168
1222,Taiwan,Lebanon,0.777457226,167
1223,Taiwan,Jordan,0.793445156,160
1224,Taiwan,China,0.617842469,158
1225,South Korea,South Africa,0.9651493,181
1226,South Korea,Slovakia,0.988361846,158
1227,South Korea,Singapore,0.908764591,138
1228,South Korea,Puerto Rico,0.86658528,180
1229,South Korea,New Zealand,0.990763671,181
1230,South Korea,Malaysia,0.897575647,162
1231,South Korea,Latvia,0.963138586,181
1232,South Korea,Japan,0.90815233,158
1233,South Korea,Italy,0.982164092,128
1234,South Korea,Croatia,0.397178803,180
1235,South Korea,Canada,0.957065164,181
1236,South Korea,Brazil,0.990129482,181
1237,South Korea,Australia,0.975793907,181
1238,South Korea,Argentina,0.958123365,173
1239,South Korea,Lebanon,0.771287038,174
1240,South Korea,Jordan,0.795436793,181
1241,South Korea,China,0.663791104,183
1242,South Africa,Slovakia,0.949041917,156
1243,South Africa,Singapore,0.823209987,136
1244,South Africa,Puerto Rico,0.906791911,178
1245,South Africa,New Zealand,0.954774093,183
1246,South Africa,Malaysia,0.875863813,160
1247,South Africa,Latvia,0.91960303,183
1248,South Africa,Japan,0.876997113,156
1249,South Africa,Italy,0.936035261,126
1250,South Africa,Croatia,0.347765178,178
1251,South Africa,Canada,0.961953654,183
1252,South Africa,Brazil,0.968746636,183
1253,South Africa,Australia,0.971801194,183
1254,South Africa,Argentina,0.948988576,171
1255,South Africa,Lebanon,0.728432788,172
1256,South Africa,Jordan,0.76161645,179
1257,South Africa,China,0.635053381,181
1258,Slovakia,Singapore,0.915001842,163
1259,Slovakia,Puerto Rico,0.781664591,161
1260,Slovakia,New Zealand,0.981518183,156
1261,Slovakia,Malaysia,0.874086974,179
1262,Slovakia,Latvia,0.991189911,156
1263,Slovakia,Japan,0.865085882,183
1264,Slovakia,Italy,0.952054093,153
1265,Slovakia,Croatia,0.308295389,161
1266,Slovakia,Canada,0.955255452,156
1267,Slovakia,Brazil,0.964677362,156
1268,Slovakia,Australia,0.954859875,156
1269,Slovakia,Argentina,0.920781472,168
1270,Slovakia,Lebanon,0.866622655,167
1271,Slovakia,Jordan,0.881468803,160
1272,Slovakia,China,0.558483343,158
1273,Singapore,Puerto Rico,0.822718995,141
1274,Singapore,New Zealand,0.893667715,136
1275,Singapore,Malaysia,0.806060435,159
1276,Singapore,Latvia,0.856295599,136
1277,Singapore,Japan,0.806581332,163
1278,Singapore,Italy,0.825796694,173
1279,Singapore,Croatia,0.347346205,141
1280,Singapore,Canada,0.869365023,136
1281,Singapore,Brazil,0.886834382,136
1282,Singapore,Australia,0.877159737,136
1283,Singapore,Argentina,0.869752172,148
1284,Singapore,Lebanon,0.751265922,147
1285,Singapore,Jordan,0.71973581,140
1286,Singapore,China,0.582926385,138
1287,Puerto Rico,New Zealand,0.849696245,178
1288,Puerto Rico,Malaysia,0.827890781,165
1289,Puerto Rico,Latvia,0.75642257,178
1290,Puerto Rico,Japan,0.856403444,161
1291,Puerto Rico,Italy,0.895055414,131
1292,Puerto Rico,Croatia,0.410215942,183
1293,Puerto Rico,Canada,0.928938999,178
1294,Puerto Rico,Brazil,0.888990547,178
1295,Puerto Rico,Australia,0.918659592,178
1296,Puerto Rico,Argentina,0.922198952,176
1297,Puerto Rico,Lebanon,0.500598594,177
1298,Puerto Rico,Jordan,0.544551202,182
1299,Puerto Rico,China,0.614232435,180
1300,New Zealand,Malaysia,0.896403259,160
1301,New Zealand,Latvia,0.96604795,183
1302,New Zealand,Japan,0.913889397,156
1303,New Zealand,Italy,0.976400706,126
1304,New Zealand,Croatia,0.336893548,178
1305,New Zealand,Canada,0.942595983,183
1306,New Zealand,Brazil,0.986945343,183
1307,New Zealand,Australia,0.970764853,183
1308,New Zealand,Argentina,0.946149646,171
1309,New Zealand,Lebanon,0.762252815,172
1310,New Zealand,Jordan,0.803904815,179
1311,New Zealand,China,0.691388117,181
1312,Malaysia,Latvia,0.820590049,160
1313,Malaysia,Japan,0.92583931,179
1314,Malaysia,Italy,0.828947338,149
1315,Malaysia,Croatia,0.411894548,165
1316,Malaysia,Canada,0.912013346,160
1317,Malaysia,Brazil,0.913073348,160
1318,Malaysia,Australia,0.913867891,160
1319,Malaysia,Argentina,0.946410437,172
1320,Malaysia,Lebanon,0.659946722,171
1321,Malaysia,Jordan,0.673705895,164
1322,Malaysia,China,0.645699608,162
1323,Latvia,Japan,0.819485684,156
1324,Latvia,Italy,0.953350459,126
1325,Latvia,Croatia,0.284920021,178
1326,Latvia,Canada,0.871401608,183
1327,Latvia,Brazil,0.938009936,183
1328,Latvia,Australia,0.910728382,183
1329,Latvia,Argentina,0.869448678,171
1330,Latvia,Lebanon,0.846128419,172
1331,Latvia,Jordan,0.887865987,179
1332,Latvia,China,0.596992527,181
1333,Japan,Italy,0.894621599,153
1334,Japan,Croatia,0.305795529,161
1335,Japan,Canada,0.940803721,156
1336,Japan,Brazil,0.946516209,156
1337,Japan,Australia,0.916805749,156
1338,Japan,Argentina,0.965072269,168
1339,Japan,Lebanon,0.594407277,167
1340,Japan,Jordan,0.612542245,160
1341,Japan,China,0.623663365,158
1342,Italy,Croatia,0.045689782,131
1343,Italy,Canada,0.975933328,126
1344,Italy,Brazil,0.99001523,126
1345,Italy,Australia,0.965801648,126
